case_id,config_id,seed,ap_count,ref_classes,learned_classes,n_member_total,n_member_fill,n_member_harvest,n_member_saturation,n_member_pcache,n_equiv,n_splits,n_columns_lin,n_columns_om,n_saturation_checks,n_saturation_escalations,n_classes_initial,stall_class,n_guard_firings,guard_fired_final,cex_policy,max_cex_stem,max_cex_loop,max_query_word_len,eq_certification,export_associative,fixpoint_congruent,wall_seconds,verdict,detail
3state1ap0acc_025112,no-sat-exact,0,1,13,11,129,113,16,0,0,5,8,2,3,0,0,3,permanent,4,0,minimal,2,3,7,exact,n/a,false,0.053,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025112_c,no-sat-exact,0,1,13,11,129,113,16,0,0,5,8,2,3,0,0,3,permanent,4,0,minimal,2,3,7,exact,n/a,false,0.063,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025113,no-sat-exact,0,1,13,9,86,74,12,0,0,4,6,1,3,0,0,3,permanent,4,1,minimal,2,3,7,exact,n/a,false,0.039,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025113_c,no-sat-exact,0,1,13,9,86,74,12,0,0,4,6,1,3,0,0,3,permanent,4,1,minimal,2,3,7,exact,n/a,false,0.049,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025120,no-sat-exact,0,1,6,5,40,32,8,0,0,3,2,2,1,0,0,3,permanent,1,0,minimal,3,1,5,exact,n/a,false,0.018,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025121,no-sat-exact,0,1,14,7,70,58,12,0,0,4,4,2,2,0,0,3,permanent,1,0,minimal,2,3,6,exact,n/a,false,0.028,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025121_c,no-sat-exact,0,1,14,7,70,58,12,0,0,4,4,2,2,0,0,3,permanent,1,0,minimal,2,3,6,exact,n/a,false,0.033,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025122,no-sat-exact,0,1,7,5,40,32,8,0,0,3,2,2,1,0,0,3,permanent,0,0,minimal,3,1,5,exact,n/a,false,0.020,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025122_c,no-sat-exact,0,1,7,5,40,32,8,0,0,3,2,2,1,0,0,3,permanent,0,0,minimal,3,1,5,exact,n/a,false,0.018,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025136,no-sat-exact,0,1,14,11,129,113,16,0,0,5,8,2,3,0,0,3,permanent,4,0,minimal,2,3,7,exact,n/a,false,0.055,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025136_c,no-sat-exact,0,1,14,11,129,113,16,0,0,5,8,2,3,0,0,3,permanent,4,0,minimal,2,3,7,exact,n/a,false,0.072,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025137,no-sat-exact,0,1,7,6,63,51,12,0,0,4,3,3,1,0,0,3,permanent,2,0,minimal,2,3,5,exact,n/a,false,0.024,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025137_c,no-sat-exact,0,1,7,6,63,51,12,0,0,4,3,3,1,0,0,3,permanent,2,0,minimal,2,3,5,exact,n/a,false,0.014,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025157,no-sat-exact,0,1,24,24,508,391,32,0,85,8,21,2,6,0,0,3,transient,7,0,minimal,1,5,9,exact,true,true,0.272,SOUND,
3state1ap0acc_025157_c,no-sat-exact,0,1,24,24,508,391,32,0,85,8,21,2,6,0,0,3,transient,7,0,minimal,1,5,9,exact,true,true,0.319,SOUND,
3state1ap0acc_025168,no-sat-exact,0,1,32,32,843,712,48,0,83,11,29,1,10,0,0,3,transient,10,0,minimal,1,4,14,exact,true,true,3.840,SOUND,
1state3ap1acc_01808_c,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,11.310,SOUND,
1state3ap1acc_01816,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,11.318,SOUND,
3state1ap0acc_025168_c,no-sat-exact,0,1,32,32,843,712,48,0,83,11,29,1,10,0,0,3,transient,10,0,minimal,1,4,14,exact,true,true,9.365,SOUND,
3state1ap0acc_025169,no-sat-exact,0,1,50,50,1690,1412,61,0,217,14,47,3,11,0,0,3,transient,13,0,minimal,1,7,18,exact,true,true,17.539,SOUND,
3state1ap0acc_025169_c,no-sat-exact,0,1,50,50,1690,1412,61,0,217,14,47,3,11,0,0,3,transient,13,0,minimal,1,7,18,exact,true,true,16.230,SOUND,
3state1ap0acc_025172,no-sat-exact,0,1,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.005,BUDGET,
3state1ap0acc_025172_c,no-sat-exact,0,1,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.006,BUDGET,
3state1ap0acc_025173,no-sat-exact,0,1,36,36,1092,873,50,0,169,12,33,2,10,0,0,3,transient,11,0,minimal,1,7,10,exact,true,true,1.276,SOUND,
3state1ap0acc_025173_c,no-sat-exact,0,1,36,36,1092,873,50,0,169,12,33,2,10,0,0,3,transient,11,0,minimal,1,7,10,exact,true,true,1.478,SOUND,
3state1ap0acc_025184,no-sat-exact,0,1,21,21,569,470,44,0,55,11,18,2,9,0,0,3,transient,8,0,minimal,1,4,13,exact,true,true,0.159,SOUND,
3state1ap0acc_025184_c,no-sat-exact,0,1,21,21,569,470,44,0,55,11,18,2,9,0,0,3,transient,8,0,minimal,1,4,13,exact,true,true,0.197,SOUND,
3state1ap0acc_025186,no-sat-exact,0,1,27,27,816,659,51,0,106,12,24,3,9,0,0,3,transient,11,0,minimal,1,7,12,exact,true,true,0.304,SOUND,
3state1ap0acc_025186_c,no-sat-exact,0,1,27,27,816,659,51,0,106,12,24,3,9,0,0,3,transient,11,0,minimal,1,7,12,exact,true,true,0.369,SOUND,
3state1ap0acc_025192,no-sat-exact,0,1,30,28,672,625,47,0,0,11,25,4,7,0,0,3,permanent,11,1,minimal,1,6,15,exact,n/a,false,0.682,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025192_c,no-sat-exact,0,1,30,28,672,625,47,0,0,11,25,4,7,0,0,3,permanent,11,1,minimal,1,6,15,exact,n/a,false,1.728,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025194,no-sat-exact,0,1,30,21,471,429,42,0,0,10,18,4,6,0,0,3,permanent,9,0,minimal,1,5,13,exact,n/a,false,0.561,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025194_c,no-sat-exact,0,1,30,21,471,429,42,0,0,10,18,4,6,0,0,3,permanent,9,0,minimal,1,5,13,exact,n/a,false,0.294,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025221,no-sat-exact,0,1,7,5,36,32,4,0,0,2,1,1,2,0,0,4,permanent,1,0,minimal,0,1,4,exact,n/a,false,0.015,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025229,no-sat-exact,0,1,9,8,78,66,12,0,0,4,5,2,2,0,0,3,permanent,3,0,minimal,0,3,6,exact,n/a,false,0.027,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025229_c,no-sat-exact,0,1,9,8,78,66,12,0,0,4,5,2,2,0,0,3,permanent,3,0,minimal,0,3,6,exact,n/a,false,0.026,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025232,no-sat-exact,0,1,25,23,402,375,27,0,0,7,18,1,7,0,0,5,permanent,7,1,minimal,1,6,10,exact,n/a,false,0.504,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025232_c,no-sat-exact,0,1,25,23,402,375,27,0,0,7,18,1,7,0,0,5,permanent,7,1,minimal,1,6,10,exact,n/a,false,0.592,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
1state3ap1acc_01816_c,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,5.609,SOUND,
1state3ap1acc_01824,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,5.404,SOUND,
3state1ap0acc_025233,no-sat-exact,0,1,25,21,368,342,26,0,0,7,16,2,6,0,0,5,permanent,7,1,minimal,1,8,10,exact,n/a,false,0.265,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025233_c,no-sat-exact,0,1,25,21,368,342,26,0,0,7,16,2,6,0,0,5,permanent,7,1,minimal,1,8,10,exact,n/a,false,0.312,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025236,no-sat-exact,0,1,16,11,181,159,22,0,0,6,6,2,5,0,0,5,permanent,6,1,minimal,1,3,8,exact,n/a,false,0.107,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025236_c,no-sat-exact,0,1,16,11,181,159,22,0,0,6,6,2,5,0,0,5,permanent,6,1,minimal,1,3,8,exact,n/a,false,0.132,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025240,no-sat-exact,0,1,31,31,781,627,41,0,113,10,28,2,8,0,0,3,transient,9,0,minimal,1,7,15,exact,true,true,42.823,SOUND,
3state1ap0acc_025240_c,no-sat-exact,0,1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.002,BUDGET,
3state1ap0acc_025244,no-sat-exact,0,1,20,11,155,135,20,0,0,6,8,3,3,0,0,3,permanent,6,1,minimal,1,3,6,exact,n/a,false,0.076,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025244_c,no-sat-exact,0,1,20,11,155,135,20,0,0,6,8,3,3,0,0,3,permanent,6,1,minimal,1,3,6,exact,n/a,false,0.094,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025248,no-sat-exact,0,1,17,15,314,277,37,0,0,9,12,4,5,0,0,3,permanent,7,1,minimal,1,4,11,exact,n/a,false,0.098,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025248_c,no-sat-exact,0,1,17,15,314,277,37,0,0,9,12,4,5,0,0,3,permanent,7,1,minimal,1,4,11,exact,n/a,false,0.117,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025249,no-sat-exact,0,1,72,72,2945,2463,82,0,400,17,69,5,12,0,0,3,transient,16,0,minimal,1,9,25,exact,true,true,33.342,SOUND,
3state1ap0acc_025249_c,no-sat-exact,0,1,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.002,BUDGET,
3state1ap0acc_025253,no-sat-exact,0,1,11,7,71,59,12,0,0,4,4,2,2,0,0,3,permanent,3,0,minimal,0,4,6,exact,n/a,false,0.030,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025253_c,no-sat-exact,0,1,11,7,71,59,12,0,0,4,4,2,2,0,0,3,permanent,3,0,minimal,0,4,6,exact,n/a,false,0.028,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025256,no-sat-exact,0,1,20,15,314,277,37,0,0,9,12,4,5,0,0,3,permanent,8,1,minimal,1,4,11,exact,n/a,false,0.276,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025256_c,no-sat-exact,0,1,20,15,314,277,37,0,0,9,12,4,5,0,0,3,permanent,8,1,minimal,1,4,11,exact,n/a,false,0.323,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025257,no-sat-exact,0,1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.007,BUDGET,
3state1ap0acc_025257_c,no-sat-exact,0,1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.003,BUDGET,
3state1ap0acc_025261,no-sat-exact,0,1,11,7,71,59,12,0,0,4,4,3,1,0,0,3,permanent,2,0,minimal,0,4,6,exact,n/a,false,0.035,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025261_c,no-sat-exact,0,1,11,7,71,59,12,0,0,4,4,3,1,0,0,3,permanent,2,0,minimal,0,4,6,exact,n/a,false,0.032,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
1state3ap1acc_01824_c,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,5.480,SOUND,
1state3ap1acc_01832,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,5.429,SOUND,
3state1ap0acc_025264,no-sat-exact,0,1,65,26,744,687,57,0,0,13,23,5,8,0,0,3,permanent,13,1,minimal,1,8,14,exact,n/a,false,3.601,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025264_c,no-sat-exact,0,1,65,26,744,687,57,0,0,13,23,5,8,0,0,3,permanent,13,1,minimal,1,8,14,exact,n/a,false,3.852,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025268,no-sat-exact,0,1,22,14,294,259,35,0,0,9,11,4,5,0,0,3,permanent,8,1,minimal,1,6,10,exact,n/a,false,0.093,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025268_c,no-sat-exact,0,1,22,14,294,259,35,0,0,9,11,4,5,0,0,3,permanent,8,1,minimal,1,6,10,exact,n/a,false,0.118,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025272,no-sat-exact,0,1,63,26,625,581,44,0,0,11,23,4,7,0,0,3,permanent,11,1,minimal,1,6,12,exact,n/a,false,1.135,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025272_c,no-sat-exact,0,1,63,26,625,581,44,0,0,11,23,4,7,0,0,3,permanent,11,1,minimal,1,6,12,exact,n/a,false,1.244,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025276,no-sat-exact,0,1,22,15,311,277,34,0,0,9,12,3,6,0,0,3,permanent,8,1,minimal,1,4,11,exact,n/a,false,0.147,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025276_c,no-sat-exact,0,1,22,15,311,277,34,0,0,9,12,3,6,0,0,3,permanent,8,1,minimal,1,4,11,exact,n/a,false,0.191,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025296,no-sat-exact,0,1,50,43,1280,1215,65,0,0,14,40,5,9,0,0,3,permanent,14,1,minimal,1,11,17,exact,n/a,false,44.633,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025296_c,no-sat-exact,0,1,50,43,1280,1215,65,0,0,14,40,5,9,0,0,3,permanent,14,1,minimal,1,11,17,exact,n/a,false,50.007,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025297,no-sat-exact,0,1,37,20,402,366,36,0,0,9,17,4,5,0,0,3,permanent,9,1,minimal,1,6,11,exact,n/a,false,0.833,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025297_c,no-sat-exact,0,1,37,20,402,366,36,0,0,9,17,4,5,0,0,3,permanent,9,1,minimal,1,6,11,exact,n/a,false,0.977,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025312,no-sat-exact,0,1,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.001,BUDGET,
3state1ap0acc_025312_c,no-sat-exact,0,1,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,minimal,-1,-1,-1,,n/a,n/a,60.010,BUDGET,
3state1ap0acc_025314,no-sat-exact,0,1,61,61,2520,2089,77,0,354,17,58,5,12,0,0,3,transient,16,0,minimal,1,13,22,exact,true,true,29.958,SOUND,
3state1ap0acc_025314_c,no-sat-exact,0,1,61,61,2520,2089,77,0,354,17,58,5,12,0,0,3,transient,16,0,minimal,1,13,22,exact,true,true,41.970,SOUND,
3state1ap0acc_025320,no-sat-exact,0,1,45,43,1188,1129,59,0,0,13,40,4,9,0,0,3,permanent,13,1,minimal,1,6,15,exact,n/a,false,13.816,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025320_c,no-sat-exact,0,1,45,43,1188,1129,59,0,0,13,40,4,9,0,0,3,permanent,13,1,minimal,1,6,15,exact,n/a,false,14.593,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025322,no-sat-exact,0,1,25,22,438,403,35,0,0,9,19,3,6,0,0,3,permanent,8,1,minimal,1,4,10,exact,n/a,false,0.279,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025322_c,no-sat-exact,0,1,25,22,438,403,35,0,0,9,19,3,6,0,0,3,permanent,8,1,minimal,1,4,10,exact,n/a,false,0.313,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
1state3ap1acc_01832_c,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,9.245,SOUND,
1state3ap1acc_01840,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,5.517,SOUND,
3state1ap0acc_025360,no-sat-exact,0,1,8,5,40,32,8,0,0,3,2,1,2,0,0,3,permanent,2,0,minimal,0,3,4,exact,n/a,false,0.011,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025617,no-sat-exact,0,1,10,10,147,103,17,0,27,5,7,2,3,0,0,3,transient,4,0,minimal,0,3,7,exact,true,true,0.025,SOUND,
3state1ap0acc_025617_c,no-sat-exact,0,1,10,10,147,103,17,0,27,5,7,2,3,0,0,3,transient,4,0,minimal,0,3,7,exact,true,true,0.030,SOUND,
3state1ap0acc_025618,no-sat-exact,0,1,13,11,127,114,13,0,0,4,7,2,3,0,0,4,permanent,4,1,minimal,0,4,9,exact,n/a,false,0.031,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025618_c,no-sat-exact,0,1,13,11,127,114,13,0,0,4,7,2,3,0,0,4,permanent,4,1,minimal,0,4,9,exact,n/a,false,0.084,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025624,no-sat-exact,0,1,14,13,183,160,23,0,0,6,10,0,6,0,0,3,permanent,6,1,minimal,0,3,9,exact,n/a,false,0.203,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025624_c,no-sat-exact,0,1,14,13,183,160,23,0,0,6,10,0,6,0,0,3,permanent,6,1,minimal,0,3,9,exact,n/a,false,0.243,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025625,no-sat-exact,0,1,19,16,255,229,26,0,0,7,13,3,4,0,0,3,permanent,7,1,minimal,0,3,10,exact,n/a,false,0.686,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025625_c,no-sat-exact,0,1,19,16,255,229,26,0,0,7,13,3,4,0,0,3,permanent,7,1,minimal,0,3,10,exact,n/a,false,0.844,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025632,no-sat-exact,0,1,15,14,286,258,28,0,0,8,10,2,7,0,0,4,permanent,7,1,minimal,1,4,7,exact,n/a,false,0.180,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025632_c,no-sat-exact,0,1,15,14,286,258,28,0,0,8,10,2,7,0,0,4,permanent,7,1,minimal,1,4,7,exact,n/a,false,0.211,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025633,no-sat-exact,0,1,21,19,334,309,25,0,0,7,14,1,7,0,0,5,permanent,7,1,minimal,1,5,11,exact,n/a,false,0.699,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025633_c,no-sat-exact,0,1,21,19,334,309,25,0,0,7,14,1,7,0,0,5,permanent,7,1,minimal,1,5,11,exact,n/a,false,0.427,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025634,no-sat-exact,0,1,21,19,470,427,43,0,0,10,15,2,9,0,0,4,permanent,10,1,minimal,1,7,12,exact,n/a,false,0.320,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025634_c,no-sat-exact,0,1,21,19,470,427,43,0,0,10,15,2,9,0,0,4,permanent,10,1,minimal,1,7,12,exact,n/a,false,0.388,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025637,no-sat-exact,0,1,59,56,1997,1918,79,0,0,16,51,4,13,0,0,5,permanent,16,1,minimal,1,10,16,exact,n/a,false,12.190,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025637_c,no-sat-exact,0,1,59,56,1997,1918,79,0,0,16,51,4,13,0,0,5,permanent,16,1,minimal,1,10,16,exact,n/a,false,17.893,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025640,no-sat-exact,0,1,12,11,179,158,21,0,0,6,7,2,5,0,0,4,permanent,6,1,minimal,1,3,8,exact,n/a,false,0.036,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025640_c,no-sat-exact,0,1,12,11,179,158,21,0,0,6,7,2,5,0,0,4,permanent,6,1,minimal,1,3,8,exact,n/a,false,0.084,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025642,no-sat-exact,0,1,17,15,275,247,28,0,0,7,11,2,6,0,0,4,permanent,7,1,minimal,1,5,9,exact,n/a,false,0.155,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
1state3ap1acc_01840_c,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,10.740,SOUND,
1state3ap1acc_01848,no-sat-exact,0,3,4,4,151,145,0,0,6,1,0,0,2,0,0,4,none,0,0,minimal,0,0,3,exact,true,true,10.594,SOUND,
3state1ap0acc_025642_c,no-sat-exact,0,1,17,15,275,247,28,0,0,7,11,2,6,0,0,4,permanent,7,1,minimal,1,5,9,exact,n/a,false,0.093,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025644,no-sat-exact,0,1,26,19,337,310,27,0,0,7,15,2,6,0,0,4,permanent,7,1,minimal,1,6,11,exact,n/a,false,0.135,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025644_c,no-sat-exact,0,1,26,19,337,310,27,0,0,7,15,2,6,0,0,4,permanent,7,1,minimal,1,6,11,exact,n/a,false,0.335,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025648,no-sat-exact,0,1,17,12,192,172,20,0,0,6,8,2,5,0,0,4,permanent,5,1,minimal,1,4,8,exact,n/a,false,0.086,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025648_c,no-sat-exact,0,1,17,12,192,172,20,0,0,6,8,2,5,0,0,4,permanent,5,1,minimal,1,4,8,exact,n/a,false,0.116,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025649,no-sat-exact,0,1,18,7,87,74,13,0,0,4,3,2,3,0,0,4,permanent,3,1,minimal,1,4,8,exact,n/a,false,0.057,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025649_c,no-sat-exact,0,1,18,7,87,74,13,0,0,4,3,2,3,0,0,4,permanent,3,1,minimal,1,4,8,exact,n/a,false,0.036,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025650,no-sat-exact,0,1,27,18,322,295,27,0,0,7,14,3,5,0,0,4,permanent,7,1,minimal,1,6,12,exact,n/a,false,0.495,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025650_c,no-sat-exact,0,1,27,18,322,295,27,0,0,7,14,3,5,0,0,4,permanent,7,1,minimal,1,6,12,exact,n/a,false,0.577,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025652,no-sat-exact,0,1,26,25,486,457,29,0,0,8,21,3,6,0,0,4,permanent,8,1,minimal,1,5,12,exact,n/a,false,0.492,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025652_c,no-sat-exact,0,1,26,25,486,457,29,0,0,8,21,3,6,0,0,4,permanent,8,1,minimal,1,5,12,exact,n/a,false,1.255,ACCEPTOR_ONLY,export refused: certified fixpoint is not a congruence (Lemma 5.2)
3state1ap0acc_025656,no-sat-exact,0,1,26,26,642,529,37,0,76,9,22,3,7,0,0,4,transient,8,0,minimal,1,7,13,exact,true,true,0.965,SOUND,
3state1ap0acc_025656_c,no-sat-exact,0,1,26,26,642,529,37,0,76,9,22,3,7,0,0,4,transient,8,0,minimal,1,7,13,exact,true,true,1.095,SOUND,
